Opr	  SeqNum  	 PreOp Time 	PostOp Time 	 Process.Thrd	          Major Operation          	          Minor Operation          	   IrpFlags    	      DevObj      	     FileObj      	    Transactn     	    status:inform            	      Arg 1       	      Arg 2       	      Arg 3       	      Arg 4       	      Arg 5       	  Arg 6   	Name
FIO	0x00002A4A	18:28:35:974	18:28:35:974	    22fc.22f0 	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00000000 ----	0xFFFFE20B9CED3DA0	0xFFFFE20BA5353C00	0x0000000000000000	0x00000000:0x000000000000100A	0x000000000000100A	0x0000000000000000	0x0000000000006040	0x000000C24C1FCA10	0x0000000000000000	0x00000000	\Device\HarddiskVolume3\Users\User\Desktop\minispy\Install-02\k.txt
FIO	0x00002A4B	18:28:36:708	18:28:36:708	     e44.fc0  	IRP_MJ_LOCK_CONTROL                	IRP_MN_LOCK                        	0x00000000 ----	0xFFFFE20B9CED3DA0	0xFFFFE20BA3A6C400	0x0000000000000000	0x00000000:0x0000000000000000	0xFFFFF90DCE9FCA18	0x0000000000000000	0x000000000000007C	0xFFFFE20BA305A080	0x0000000000000001	0x00000000	\Device\HarddiskVolume3\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm
FIO	0x00002A4C	18:28:36:708	18:28:36:708	     e44.fc0  	IRP_MJ_LOCK_CONTROL                	IRP_MN_LOCK                        	0x00000000 ----	0xFFFFE20B9CED3DA0	0xFFFFE20BA3A6C400	0x0000000000000000	0x00000000:0x0000000000000000	0xFFFFF90DCE9FCA18	0x0000000000000000	0x0000000000000078	0xFFFFE20BA305A080	0x0000000000000101	0x00000000	\Device\HarddiskVolume3\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm
FIO	0x00002A4D	18:28:36:708	18:28:36:708	     e44.fc0  	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00000000 ----	0xFFFFE20B9CED3DA0	0xFFFFE20BA3A6E7F0	0x0000000000000000	0x00000000:0x0000000000000018	0x0000000000000018	0x0000000000000000	0x0000000000197618	0x000000B962CFEB90	0x0000000000000000	0x00000000	\Device\HarddiskVolume3\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-wal
FIO	0x00002A4E	18:28:36:708	18:28:36:708	     e44.fc0  	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00000000 ----	0xFFFFE20B9CED3DA0	0xFFFFE20BA3A6E7F0	0x0000000000000000	0x00000000:0x0000000000001000	0x0000000000001000	0x0000000000000000	0x0000000000197630	0x000002B68B6A704C	0x0000000000000000	0x00000000	\Device\HarddiskVolume3\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-wal
FIO	0x00002A4F	18:28:36:708	18:28:36:708	     e44.fc0  	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00000000 ----	0xFFFFE20B9CED3DA0	0xFFFFE20BA3A6E7F0	0x0000000000000000	0x00000000:0x0000000000000018	0x0000000000000018	0x0000000000000000	0x0000000000198630	0x000000B962CFEB90	0x0000000000000000	0x00000000	\Device\HarddiskVolume3\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-wal
FIO	0x00002A50	18:28:36:708	18:28:36:708	     e44.fc0  	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00000000 ----	0xFFFFE20B9CED3DA0	0xFFFFE20BA3A6E7F0	0x0000000000000000	0x00000000:0x0000000000001000	0x0000000000001000	0x0000000000000000	0x0000000000198648	0x000002B68B6A704C	0x0000000000000000	0x00000000	\Device\HarddiskVolume3\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-wal
FIO	0x00002A51	18:28:36:708	18:28:36:708	     e44.fc0  	IRP_MJ_LOCK_CONTROL                	IRP_MN_UNLOCK_SINGLE               	0x00000000 ----	0xFFFFE20B9CED3DA0	0xFFFFE20BA3A6C400	0x0000000000000000	0x00000000:0x0000000000000000	0xFFFFF90DCE9FCA08	0x0000000000000000	0x0000000000000078	0xFFFFE20BA305A080	0x0000000000000000	0x00000000	\Device\HarddiskVolume3\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm
FIO	0x00002A52	18:28:36:708	18:28:36:708	     e44.fc0  	IRP_MJ_LOCK_CONTROL                	IRP_MN_UNLOCK_SINGLE               	0x00000000 ----	0xFFFFE20B9CED3DA0	0xFFFFE20BA3A6C400	0x0000000000000000	0x00000000:0x0000000000000000	0xFFFFF90DCE9FCA08	0x0000000000000000	0x000000000000007C	0xFFFFE20BA305A080	0x0000000000000000	0x00000000	\Device\HarddiskVolume3\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm
FIO	0x00002A53	18:28:36:802	18:28:36:802	    22fc.22f0 	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00000000 ----	0xFFFFE20B9CED3DA0	0xFFFFE20BA5353C00	0x0000000000000000	0xc01c0004:0x0000000000000000	0x000000000000100A	0x0000000000000000	0x000000000000704A	0x000000C24C1FCA10	0x0000000000000000	0x00000000	\Device\HarddiskVolume3\Users\User\Desktop\minispy\Install-02\k.txt
IRP	0x00002A54	18:28:36:802	18:28:36:802	    22fc.22f0 	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00060a00 ----	0xFFFFE20B9CED3DA0	0xFFFFE20BA5353C00	0x0000000000000000	0x00000000:0x000000000000100A	0x000000000000100A	0x0000000000000000	0x000000000000704A	0x000000C24C1FCA10	0x0000000000000000	0x00000000	\Device\HarddiskVolume3\Users\User\Desktop\minispy\Install-02\k.txt
FSF	0x00002A55	18:28:37:176	18:28:37:176	       4.1f0  	IRP_MJ_ACQUIRE_FOR_CC_FLUSH        	                                   	0x00000000 ----	0xFFFFE20B9CED3DA0	0xFFFFE20B9CBAAD90	0x0000000000000000	0x00000000:0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x00000000	<NO NAME: NormalizeStatus=c01c0018 OpenedStatus=c01c0018>
IRP	0x00002A56	18:28:37:176	18:28:37:223	       4.1f0  	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00060043 NP-Y	0xFFFFE20B9CED3DA0	0xFFFFE20B9CBAAD90	0x0000000000000000	0x00000000:0x0000000000009000	0x0000000000009000	0x0000000000000000	0x00000000005F8000	0x0000000000000000	0xFFFFF90DCD4D0730	0x00000000	<NO NAME: NormalizeStatus=c01c0018 OpenedStatus=c01c0018>
FSF	0x00002A57	18:28:37:223	18:28:37:223	       4.1f0  	IRP_MJ_RELEASE_FOR_CC_FLUSH        	                                   	0x00000000 ----	0xFFFFE20B9CED3DA0	0xFFFFE20B9CBAAD90	0x0000000000000000	0x00000000:0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x00000000	<NO NAME: NormalizeStatus=c01c0018 OpenedStatus=c01c0018>
IRP	0x00002A58	18:28:37:223	18:28:37:223	       4.1f0  	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00060043 NP-Y	0xFFFFE20B9CED3DA0	0xFFFFE20B9CBAAD90	0x0000000000000000	0x00000000:0x0000000000001000	0x0000000000001000	0x0000000000000000	0x0000000000002000	0xFFFFE20B9F14F000	0xFFFFE20B9CFD34B0	0x00000000	<NO NAME: NormalizeStatus=c01c0018 OpenedStatus=c01c0018>
IRP	0x00002A59	18:28:37:223	18:28:37:223	       4.1f0  	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00060043 NP-Y	0xFFFFE20B9CED3DA0	0xFFFFE20B9CBAAD90	0x0000000000000000	0x00000000:0x0000000000001000	0x0000000000001000	0x0000000000000000	0x0000000000000000	0xFFFFE20B9F14E000	0xFFFFE20B9CFD34B0	0x00000000	<NO NAME: NormalizeStatus=c01c0018 OpenedStatus=c01c0018>
FIO	0x00002A5A	18:28:37:427	18:28:37:427	    22fc.22f0 	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00000000 ----	0xFFFFE20B9CED3DA0	0xFFFFE20BA5353C00	0x0000000000000000	0x00000000:0x000000000000100A	0x000000000000100A	0x0000000000000000	0x0000000000008054	0x000000C24C1FCA10	0x0000000000000000	0x00000000	\Device\HarddiskVolume3\Users\User\Desktop\minispy\Install-02\k.txt
FSF	0x00002A5B	18:28:39:676	18:28:39:676	       4.eac  	IRP_MJ_ACQUIRE_FOR_SECTION_SYNC    	                                   	0x00000000 ----	0xFFFFE20B9CED3DA0	0xFFFFE20BA490C240	0x0000000000000000	0x00000000:0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x00000000	\Device\HarddiskVolume3\Users\User\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned\TaskBar\Windows PowerShell.lnk
FSF	0x00002A5C	18:28:39:676	18:28:39:676	       4.108  	IRP_MJ_ACQUIRE_FOR_SECTION_SYNC    	                                   	0x00000000 ----	0xFFFFE20B9CED3DA0	0xFFFFE20BA490FA80	0x0000000000000000	0x00000000:0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x00000000	\Device\HarddiskVolume3\Users\Public\desktop.ini
FSF	0x00002A5D	18:28:39:676	18:28:39:676	       4.228  	IRP_MJ_ACQUIRE_FOR_SECTION_SYNC    	                                   	0x00000000 ----	0xFFFFE20B9CED3DA0	0xFFFFE20BA490F120	0x0000000000000000	0x00000000:0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x00000000	\Device\HarddiskVolume3\Users\desktop.ini
FSF	0x00002A5E	18:28:39:676	18:28:39:676	       4.1ec  	IRP_MJ_ACQUIRE_FOR_SECTION_SYNC    	                                   	0x00000000 ----	0xFFFFE20B9CED3DA0	0xFFFFE20BA4A6B8D0	0x0000000000000000	0x00000000:0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x00000000	\Device\HarddiskVolume3\Users\Public\Desktop\desktop.ini
FSF	0x00002A5F	18:28:39:676	18:28:39:676	       4.eac  	IRP_MJ_RELEASE_FOR_SECTION_SYNC    	                                   	0x00000000 ----	0xFFFFE20B9CED3DA0	0xFFFFE20BA490C240	0x0000000000000000	0x00000000:0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x00000000	\Device\HarddiskVolume3\Users\User\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned\TaskBar\Windows PowerShell.lnk
FSF	0x00002A60	18:28:39:676	18:28:39:676	       4.1ec  	IRP_MJ_RELEASE_FOR_SECTION_SYNC    	                                   	0x00000000 ----	0xFFFFE20B9CED3DA0	0xFFFFE20BA4A6B8D0	0x0000000000000000	0x00000000:0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x00000000	\Device\HarddiskVolume3\Users\Public\Desktop\desktop.ini
FSF	0x00002A61	18:28:39:676	18:28:39:676	       4.108  	IRP_MJ_RELEASE_FOR_SECTION_SYNC    	                                   	0x00000000 ----	0xFFFFE20B9CED3DA0	0xFFFFE20BA490FA80	0x0000000000000000	0x00000000:0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x00000000	\Device\HarddiskVolume3\Users\Public\desktop.ini
FSF	0x00002A62	18:28:39:676	18:28:39:676	       4.228  	IRP_MJ_RELEASE_FOR_SECTION_SYNC    	                                   	0x00000000 ----	0xFFFFE20B9CED3DA0	0xFFFFE20BA490F120	0x0000000000000000	0x00000000:0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x00000000	\Device\HarddiskVolume3\Users\desktop.ini
IRP	0x00002A64	18:28:39:676	18:28:39:676	       4.eac  	IRP_MJ_CLOSE                       	                                   	0x00000404 --S-	0xFFFFE20B9CED3DA0	0xFFFFE20BA490C240	0x0000000000000000	0x00000000:0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x00000000	\Device\HarddiskVolume3\Users\User\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned\TaskBar\Windows PowerShell.lnk
IRP	0x00002A63	18:28:39:676	18:28:39:676	       4.1ec  	IRP_MJ_CLOSE                       	                                   	0x00000404 --S-	0xFFFFE20B9CED3DA0	0xFFFFE20BA4A6B8D0	0x0000000000000000	0x00000000:0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x00000000	\Device\HarddiskVolume3\Users\Public\Desktop\desktop.ini
IRP	0x00002A66	18:28:39:676	18:28:39:676	       4.108  	IRP_MJ_CLOSE                       	                                   	0x00000404 --S-	0xFFFFE20B9CED3DA0	0xFFFFE20BA490FA80	0x0000000000000000	0x00000000:0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x00000000	\Device\HarddiskVolume3\Users\Public\desktop.ini
IRP	0x00002A65	18:28:39:676	18:28:39:676	       4.228  	IRP_MJ_CLOSE                       	                                   	0x00000404 --S-	0xFFFFE20B9CED3DA0	0xFFFFE20BA490F120	0x0000000000000000	0x00000000:0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x00000000	\Device\HarddiskVolume3\Users\desktop.ini
IRP	0x00002A67	18:28:39:680	18:28:39:681	       4.1e4  	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00060043 NP-Y	0xFFFFE20B9CED3DA0	0xFFFFE20B9CBAB630	0x0000000000000000	0x00000000:0x0000000000001000	0x0000000000001000	0x0000000000000000	0x0000000002F22000	0x0000000000000000	0xFFFFF90DCD4B5330	0x00000000	<NO NAME: NormalizeStatus=c01c0018 OpenedStatus=c01c0018>
IRP	0x00002A68	18:28:39:681	18:28:39:681	       4.1e4  	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00060043 NP-Y	0xFFFFE20B9CED3DA0	0xFFFFE20B9CBAB630	0x0000000000000000	0x00000000:0x0000000000001000	0x0000000000001000	0x0000000000000000	0x0000000005D8F000	0x0000000000000000	0xFFFFF90DCD4B5330	0x00000000	<NO NAME: NormalizeStatus=c01c0018 OpenedStatus=c01c0018>
IRP	0x00002A69	18:28:39:681	18:28:39:681	       4.1e4  	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00060043 NP-Y	0xFFFFE20B9CED3DA0	0xFFFFE20B9CBAB630	0x0000000000000000	0x00000000:0x0000000000001000	0x0000000000001000	0x0000000000000000	0x00000000062A5000	0x0000000000000000	0xFFFFF90DCD4B5330	0x00000000	<NO NAME: NormalizeStatus=c01c0018 OpenedStatus=c01c0018>
IRP	0x00002A6A	18:28:39:681	18:28:39:681	       4.1e4  	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00060043 NP-Y	0xFFFFE20B9CED3DA0	0xFFFFE20B9CBAB630	0x0000000000000000	0x00000000:0x0000000000001000	0x0000000000001000	0x0000000000000000	0x00000000111D0000	0x0000000000000000	0xFFFFF90DCD4B5330	0x00000000	<NO NAME: NormalizeStatus=c01c0018 OpenedStatus=c01c0018>
IRP	0x00002A6B	18:28:39:681	18:28:39:681	       4.1e4  	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00060043 NP-Y	0xFFFFE20B9CED3DA0	0xFFFFE20B9CBAB630	0x0000000000000000	0x00000000:0x0000000000001000	0x0000000000001000	0x0000000000000000	0x00000000111F9000	0x0000000000000000	0xFFFFF90DCD4B5330	0x00000000	<NO NAME: NormalizeStatus=c01c0018 OpenedStatus=c01c0018>
IRP	0x00002A6C	18:28:39:681	18:28:39:681	       4.1e4  	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00060043 NP-Y	0xFFFFE20B9CED3DA0	0xFFFFE20B9CBAB630	0x0000000000000000	0x00000000:0x0000000000001000	0x0000000000001000	0x0000000000000000	0x0000000000054000	0x0000000000000000	0xFFFFF90DCD4B5330	0x00000000	<NO NAME: NormalizeStatus=c01c0018 OpenedStatus=c01c0018>
IRP	0x00002A6D	18:28:39:681	18:28:39:681	       4.1e4  	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00060043 NP-Y	0xFFFFE20B9CED3DA0	0xFFFFE20B9CBAB630	0x0000000000000000	0x00000000:0x0000000000001000	0x0000000000001000	0x0000000000000000	0x0000000001E7F000	0x0000000000000000	0xFFFFF90DCD4B5330	0x00000000	<NO NAME: NormalizeStatus=c01c0018 OpenedStatus=c01c0018>
IRP	0x00002A6E	18:28:39:681	18:28:39:681	       4.20   	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00020043 NP-Y	0xFFFFE20B9CED3DA0	0xFFFFE20BA3A74740	0x0000000000000000	0x00000000:0x0000000000001000	0x0000000000001000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0xFFFFF90DCCE765B0	0x00000000	<NO NAME: NormalizeStatus=c01c0018 OpenedStatus=c01c0018>
IRP	0x00002A6F	18:28:39:681	18:28:39:681	       4.20   	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00020043 NP-Y	0xFFFFE20B9CED3DA0	0xFFFFE20BA3DBF210	0x0000000000000000	0x00000000:0x0000000000010920	0x0000000000011000	0x0000000000000000	0x0000000000050000	0x0000000000000000	0xFFFFE20BA0432200	0x00000000	\Device\HarddiskVolume3\Users\User\AppData\Local\ConnectedDevicesPlatform\L.User\ActivitiesCache.db-wal
IRP	0x00002A70	18:28:39:681	18:28:39:681	       4.20   	IRP_MJ_SET_INFORMATION             	                                   	0x00000042 -P-Y	0xFFFFE20B9CED3DA0	0xFFFFE20BA3DBF210	0x0000000000000000	0x00000000:0x0000000000000000	0x0000000000000008	0x0000000000000014	0x0000000000000000	0x0000000000000100	0xFFFFF90DCCE76918	0x00000000	\Device\HarddiskVolume3\Users\User\AppData\Local\ConnectedDevicesPlatform\L.User\ActivitiesCache.db-wal
IRP	0x00002A71	18:28:39:681	18:28:39:681	       4.20   	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00020043 NP-Y	0xFFFFE20B9CED3DA0	0xFFFFE20B9CBAB7A0	0x0000000000000000	0x00000000:0x0000000000001000	0x0000000000001000	0x0000000000000000	0x000000000000C000	0x0000000000000000	0xFFFFF90DCCE765B0	0x00000000	<NO NAME: NormalizeStatus=c01c0018 OpenedStatus=c01c0018>
IRP	0x00002A72	18:28:39:681	18:28:39:681	       4.20   	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00020043 NP-Y	0xFFFFE20B9CED3DA0	0xFFFFE20B9CBAB7A0	0x0000000000000000	0x00000000:0x0000000000001000	0x0000000000001000	0x0000000000000000	0x000000000001D000	0x0000000000000000	0xFFFFF90DCCE765B0	0x00000000	<NO NAME: NormalizeStatus=c01c0018 OpenedStatus=c01c0018>
IRP	0x00002A73	18:28:39:681	18:28:39:681	       4.20   	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00020043 NP-Y	0xFFFFE20B9CED3DA0	0xFFFFE20B9CBAB7A0	0x0000000000000000	0x00000000:0x0000000000001000	0x0000000000001000	0x0000000000000000	0x0000000000065000	0x0000000000000000	0xFFFFF90DCCE765B0	0x00000000	<NO NAME: NormalizeStatus=c01c0018 OpenedStatus=c01c0018>
IRP	0x00002A74	18:28:39:681	18:28:39:681	       4.20   	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00020043 NP-Y	0xFFFFE20B9CED3DA0	0xFFFFE20B9CBAB7A0	0x0000000000000000	0x00000000:0x0000000000001000	0x0000000000001000	0x0000000000000000	0x000000000006F000	0x0000000000000000	0xFFFFF90DCCE765B0	0x00000000	<NO NAME: NormalizeStatus=c01c0018 OpenedStatus=c01c0018>
IRP	0x00002A75	18:28:39:681	18:28:39:681	       4.20   	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00020043 NP-Y	0xFFFFE20B9CED3DA0	0xFFFFE20B9CBAB7A0	0x0000000000000000	0x00000000:0x0000000000001000	0x0000000000001000	0x0000000000000000	0x000000000008B000	0x0000000000000000	0xFFFFF90DCCE765B0	0x00000000	<NO NAME: NormalizeStatus=c01c0018 OpenedStatus=c01c0018>
IRP	0x00002A76	18:28:39:681	18:28:39:681	       4.20   	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00020043 NP-Y	0xFFFFE20B9CED3DA0	0xFFFFE20B9CBAB7A0	0x0000000000000000	0x00000000:0x0000000000001000	0x0000000000001000	0x0000000000000000	0x0000000000092000	0x0000000000000000	0xFFFFF90DCCE765B0	0x00000000	<NO NAME: NormalizeStatus=c01c0018 OpenedStatus=c01c0018>
IRP	0x00002A77	18:28:39:681	18:28:39:681	       4.20   	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00020043 NP-Y	0xFFFFE20B9CED3DA0	0xFFFFE20B9CBAB7A0	0x0000000000000000	0x00000000:0x0000000000001000	0x0000000000001000	0x0000000000000000	0x00000000000CE000	0x0000000000000000	0xFFFFF90DCCE765B0	0x00000000	<NO NAME: NormalizeStatus=c01c0018 OpenedStatus=c01c0018>
IRP	0x00002A78	18:28:39:681	18:28:39:681	       4.20   	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00020043 NP-Y	0xFFFFE20B9CED3DA0	0xFFFFE20B9CBAB7A0	0x0000000000000000	0x00000000:0x0000000000001000	0x0000000000001000	0x0000000000000000	0x00000000000D3000	0x0000000000000000	0xFFFFF90DCCE765B0	0x00000000	<NO NAME: NormalizeStatus=c01c0018 OpenedStatus=c01c0018>
IRP	0x00002A79	18:28:39:681	18:28:39:681	       4.20   	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00020043 NP-Y	0xFFFFE20B9CED3DA0	0xFFFFE20B9CBAB7A0	0x0000000000000000	0x00000000:0x0000000000001000	0x0000000000001000	0x0000000000000000	0x00000000000E4000	0x0000000000000000	0xFFFFF90DCCE765B0	0x00000000	<NO NAME: NormalizeStatus=c01c0018 OpenedStatus=c01c0018>
IRP	0x00002A7A	18:28:39:681	18:28:39:681	       4.20   	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00020043 NP-Y	0xFFFFE20B9CED3DA0	0xFFFFE20B9CBAB7A0	0x0000000000000000	0x00000000:0x0000000000001000	0x0000000000001000	0x0000000000000000	0x00000000000E8000	0x0000000000000000	0xFFFFF90DCCE765B0	0x00000000	<NO NAME: NormalizeStatus=c01c0018 OpenedStatus=c01c0018>
IRP	0x00002A7B	18:28:39:681	18:28:39:681	       4.20   	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00020043 NP-Y	0xFFFFE20B9CED3DA0	0xFFFFE20B9CBAB7A0	0x0000000000000000	0x00000000:0x0000000000001000	0x0000000000001000	0x0000000000000000	0x00000000000F0000	0x0000000000000000	0xFFFFF90DCCE765B0	0x00000000	<NO NAME: NormalizeStatus=c01c0018 OpenedStatus=c01c0018>
IRP	0x00002A7C	18:28:39:681	18:28:39:681	       4.20   	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00020043 NP-Y	0xFFFFE20B9CED3DA0	0xFFFFE20B9CBAB7A0	0x0000000000000000	0x00000000:0x0000000000001000	0x0000000000001000	0x0000000000000000	0x00000000000F9000	0x0000000000000000	0xFFFFF90DCCE765B0	0x00000000	<NO NAME: NormalizeStatus=c01c0018 OpenedStatus=c01c0018>
IRP	0x00002A7D	18:28:39:681	18:28:39:681	       4.20   	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00020043 NP-Y	0xFFFFE20B9CED3DA0	0xFFFFE20B9CBAB7A0	0x0000000000000000	0x00000000:0x0000000000001000	0x0000000000001000	0x0000000000000000	0x000000000011B000	0x0000000000000000	0xFFFFF90DCCE765B0	0x00000000	<NO NAME: NormalizeStatus=c01c0018 OpenedStatus=c01c0018>
IRP	0x00002A7E	18:28:39:681	18:28:39:681	       4.20   	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00020043 NP-Y	0xFFFFE20B9CED3DA0	0xFFFFE20B9CBAB7A0	0x0000000000000000	0x00000000:0x0000000000001000	0x0000000000001000	0x0000000000000000	0x0000000000125000	0x0000000000000000	0xFFFFF90DCCE765B0	0x00000000	<NO NAME: NormalizeStatus=c01c0018 OpenedStatus=c01c0018>
IRP	0x00002A7F	18:28:39:681	18:28:39:681	       4.20   	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00020043 NP-Y	0xFFFFE20B9CED3DA0	0xFFFFE20B9CBAB7A0	0x0000000000000000	0x00000000:0x0000000000001000	0x0000000000001000	0x0000000000000000	0x0000000000248000	0x0000000000000000	0xFFFFF90DCCE765B0	0x00000000	<NO NAME: NormalizeStatus=c01c0018 OpenedStatus=c01c0018>
IRP	0x00002A80	18:28:39:681	18:28:39:689	       4.20   	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00020043 NP-Y	0xFFFFE20B9CED3DA0	0xFFFFE20B9CBAB7A0	0x0000000000000000	0x00000000:0x0000000000001000	0x0000000000001000	0x0000000000000000	0x000000000024C000	0x0000000000000000	0xFFFFF90DCCE765B0	0x00000000	<NO NAME: NormalizeStatus=c01c0018 OpenedStatus=c01c0018>
IRP	0x00002A81	18:28:39:689	18:28:39:689	       4.20   	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00020043 NP-Y	0xFFFFE20B9CED3DA0	0xFFFFE20B9CBAB7A0	0x0000000000000000	0x00000000:0x0000000000004000	0x0000000000004000	0x0000000000000000	0x0000000000000000	0x0000000000000000	0xFFFFF90DCCE765B0	0x00000000	<NO NAME: NormalizeStatus=c01c0018 OpenedStatus=c01c0018>
IRP	0x00002A82	18:28:39:689	18:28:39:689	       4.20   	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00020043 NP-Y	0xFFFFE20B9CED3DA0	0xFFFFE20B9CBAB7A0	0x0000000000000000	0x00000000:0x0000000000001000	0x0000000000001000	0x0000000000000000	0x0000000000005000	0x0000000000000000	0xFFFFF90DCCE765B0	0x00000000	<NO NAME: NormalizeStatus=c01c0018 OpenedStatus=c01c0018>
IRP	0x00002A83	18:28:39:689	18:28:39:689	       4.20   	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00020043 NP-Y	0xFFFFE20B9CED3DA0	0xFFFFE20B9CBAB7A0	0x0000000000000000	0x00000000:0x0000000000002000	0x0000000000002000	0x0000000000000000	0x0000000000009000	0x0000000000000000	0xFFFFF90DCCE765B0	0x00000000	<NO NAME: NormalizeStatus=c01c0018 OpenedStatus=c01c0018>
FIO	0x00002A84	18:28:39:864	18:28:39:864	    22fc.22f0 	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00000000 ----	0xFFFFE20B9CED3DA0	0xFFFFE20BA5353C00	0x0000000000000000	0x00000000:0x000000000000100A	0x000000000000100A	0x0000000000000000	0x000000000000905E	0x000000C24C1FCA10	0x0000000000000000	0x00000000	\Device\HarddiskVolume3\Users\User\Desktop\minispy\Install-02\k.txt
FIO	0x00002A85	18:28:39:864	18:28:39:864	    22fc.22f0 	IRP_MJ_WRITE                       	IRP_MN_NORMAL                      	0x00000000 ----	0xFFFFE20B9CED3DA0	0xFFFFE20BA5353C00	0x0000000000000000	0x00000000:0x000000000000100A	0x000000000000100A	0x0000000000000000	0x000000000000A068	0x000000C24C1FCA10	0x0000000000000000	0x00000000	\Device\HarddiskVolume3\Users\User\Desktop\minispy\Install-02\k.txt
